# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	28435
#@/user_id	516707f7-e92f-42e4-8734-b63a89fcc6a2
a 	啊	c=182 d=3.99624 t=28384
xiu che 	修车	c=1 d=1 t=19876
xiu ding 	修订	c=1 d=1 t=21631
xiu fang 	秀芳	c=15 d=1.00146 t=26621
xiu gai 	修改	c=87 d=2.48642 t=27638
xiu hao 	修好	c=1 d=1 t=12111
xiu jia 	休假	c=5 d=1.99005 t=24696
xiu jian 	修剪	c=1 d=1 t=14374
xiu shi 	修饰	c=2 d=1.99501 t=13723
xiu xi 	休息	c=3 d=1 t=24206
xu 	徐	c=17 d=1.00001 t=27541
xu 	续	c=1 d=1 t=11308
xu 	需	c=18 d=2.43753 t=27673
xu han shu 	虚函数	c=1 d=1 t=1803
xu hao 	序号	c=3 d=2.96531 t=18773
xu ni 	虚拟	c=3 d=2.96546 t=18079
xu qiu 	需求	c=14 d=1 t=28223
xu ting 	序厅	c=11 d=1.00009 t=26393
xu xian 	虚线	c=1 d=1 t=12685
xu yao 	需要	c=108 d=1.25407 t=28155
xu ying 	徐颖	c=1 d=1 t=8327
xu zhi mo 	徐志摩	c=1 d=1 t=5251
xuan 	悬	c=1 d=1 t=20484
xuan 	选	c=7 d=1.00032 t=26241
xuan liu 	旋流	c=1 d=1 t=24229
xuan lv 	旋律	c=1 d=1 t=15363
xuan xing 	选型	c=17 d=1.01242 t=25408
xuan ze 	选择	c=1 d=1 t=16822
xue 	学	c=9 d=1.1764 t=27574
xue 	雪	c=1 d=1 t=4408
xue ba 	学霸	c=4 d=2.81628 t=8421
xue qi 	学期	c=1 d=1 t=14188
xue qu 	学区	c=1 d=1 t=14232
xue sheng 	学生	c=2 d=1.91851 t=14251
xue xi 	学习	c=4 d=2.00094 t=27474
xue xiao 	学校	c=1 d=1 t=14246
xun huan 	循环	c=3 d=1.00001 t=17733
xun lei bu ji 	迅雷不及	c=1 d=1 t=20590
ya 	亚	c=4 d=1 t=20408
ya 	压	c=2 d=1 t=23634
ya 	雅	c=2 d=1 t=22561
ya cha 	压差	c=2 d=1.87372 t=21576
ya gen 	压根	c=1 d=1 t=22398
ya ha ha 	呀哈哈	c=1 d=1 t=21835
ya ke 	亚科	c=1 d=1 t=19487
ya li 	压力	c=4 d=1 t=20975
ya peng 	亚朋	c=1 d=1 t=21001
ya suo 	压缩	c=2 d=1 t=15755
ya suo bao 	压缩包	c=7 d=1 t=27971
ya yun hui 	亚运会	c=1 d=1 t=25140
ya zhe 	压着	c=1 d=1 t=24129
yan 	严	c=1 d=1 t=6411
yan 	岩	c=2 d=1 t=26194
yan 	彦	c=1 d=1 t=25561
yan 	演	c=2 d=1.97045 t=5847
yan 	烟	c=1 d=1 t=12777
yan cong 	烟囱	c=2 d=1.00002 t=7790
yan dao 	烟道	c=1 d=1 t=22478
yan er dao ling 	掩耳盗铃	c=1 d=1 t=20591
yan ge 	严格	c=1 d=1 t=4280
yan guang 	眼光	c=1 d=1 t=12562
yan han 	严寒	c=2 d=1.9802 t=20757
yan hui ting 	宴会厅	c=1 d=1 t=19043
yan jin 	严谨	c=1 d=1 t=3205
yan jiu 	研究	c=1 d=1 t=15311
yan mi 	严密	c=1 d=1 t=6796
yan qi 	烟气	c=2 d=1.98511 t=23342
yan qi hu 	雁栖湖	c=1 d=1 t=14076
yan se 	颜色	c=5 d=3.90662 t=6212
yan shen 	眼神	c=1 d=1 t=8834
yan shi 	严实	c=1 d=1 t=5661
yan shou 	验收	c=11 d=1.00011 t=27792
yan shu 	眼熟	c=2 d=1.97531 t=22977
yan wu 	延误	c=1 d=1 t=22112
yan zhao 	烟罩	c=5 d=1.25191 t=21483
yan zhao 	眼罩	c=1 d=1 t=20912
yan zheng 	验证	c=3 d=1 t=18909
yan zhi zao zao 	言之凿凿	c=1 d=1 t=20662
yan zhong 	严重	c=4 d=1 t=16504
yang 	养	c=2 d=1.06587 t=21931
yang 	杨	c=4 d=1 t=23346
yang 	样	c=3 d=1.01782 t=16954
yang 	洋	c=1 d=1 t=9930
yang 	羊	c=1 d=1 t=23420
yang 	阳	c=6 d=1 t=20013
yang ban 	样板	c=2 d=1 t=20814
yang ban jian 	样板间	c=5 d=1.00889 t=21693
yang ben 	样本	c=11 d=1 t=27984
yang fan 	杨帆	c=20 d=1.65784 t=28067
yang gong 	杨工	c=5 d=1 t=27050
yang mao 	养猫	c=1 d=1 t=13520
yang tai 	阳台	c=4 d=1.77919 t=12114
yang xu 	杨旭	c=4 d=1.00015 t=19198
yang zi 	样子	c=2 d=1.04394 t=22767
yao 	药	c=2 d=1.21762 t=26216
yao 	要	c=125 d=1.0513 t=28112
yao ba 	要把	c=1 d=1 t=21062
yao bu 	要不	c=11 d=1.62189 t=28301
yao jia 	要价	c=1 d=1 t=14164
yao kong 	遥控	c=1 d=1 t=10672
yao ming 	要命	c=1 d=1 t=9997
yao qian 	要钱	c=1 d=1 t=12149
yao qiu 	要求	c=86 d=1.13355 t=28029
yao shang 	要上	c=1 d=1 t=25099
yao shi 	要是	c=24 d=1.31724 t=24892
yao shuo 	要说	c=3 d=1 t=23549
yao si 	咬死	c=1 d=1 t=21221
yao wu 	药物	c=1 d=1 t=15120
yao yao ling xian 	遥遥领先	c=1 d=1 t=13915
ye 	业	c=2 d=1.99501 t=10056
ye 	也	c=161 d=3.48062 t=28329
ye 	叶	c=4 d=2.07715 t=26973
ye 	夜	c=1 d=1 t=26854
ye 	爷	c=3 d=1 t=25492
ye 	野	c=1 d=1 t=22353
ye de 	也得	c=4 d=1 t=26761
ye hua qi 	液化气	c=1 d=1 t=18496
ye li 	夜里	c=1 d=1 t=26851
ye lia 	爷俩	c=1 d=1 t=22802
ye mao 	野猫	c=1 d=1 t=13655
ye shi 	也是	c=15 d=1 t=20498
ye suan 	叶酸	c=1 d=1 t=22535
ye sun 	爷孙	c=1 d=1 t=21058
ye wan 	夜晚	c=1 d=1 t=20798
ye xing 	也行	c=2 d=1 t=28360
ye ye 	爷爷	c=2 d=1.00001 t=22696
ye you 	也有	c=2 d=1 t=26831
ye zhu 	业主	c=8 d=1 t=19108
yi 	一	c=38 d=1.00113 t=28245
yi 	乙	c=1 d=1 t=15620
yi 	亿	c=1 d=1 t=305
yi 	以	c=13 d=1 t=25296
yi 	依	c=1 d=1 t=19992
yi 	已	c=1 d=1 t=6063
yi 	易	c=1 d=1 t=14568
yi ba 	一把	c=2 d=1.62189 t=12040
yi ban 	一半	c=2 d=1.99005 t=5930
yi ban 	一版	c=1 d=1 t=10439
yi ban 	一班	c=1 d=1 t=18321
yi ban 	一般	c=15 d=1.00003 t=26726
yi bao 	医保	c=2 d=1.00277 t=16377
yi bei 	一倍	c=1 d=1 t=19173
yi bian 	一边	c=1 d=1 t=8752
yi bian 	一遍	c=11 d=1.00561 t=22665
yi bian 	以便	c=1 d=1 t=19709
yi biao 	仪表	c=1 d=1 t=14874
yi bing 	一并	c=1 d=1 t=21961
yi bo 	一波	c=1 d=1 t=21039
yi bu 	一步	c=2 d=1.23575 t=3720
yi ceng 	一层	c=2 d=1 t=16403
yi chu 	一处	c=1 d=1 t=13106
yi chu 	益处	c=1 d=1 t=1800
yi ci 	一次	c=17 d=1.84789 t=27389
yi dai 	一代	c=1 d=1 t=27864
yi dian 	一点	c=8 d=1.00053 t=26781
yi ding 	一定	c=6 d=1 t=24278
yi dong 	移动	c=2 d=1 t=19538
yi duan 	一段	c=1 d=1 t=14361
yi dui 	一堆	c=3 d=1.00049 t=12573
yi dun 	一顿	c=3 d=1 t=27759
yi er chun 	乙二醇	c=6 d=1.93239 t=19747
yi fang 	乙方	c=2 d=1 t=25667
yi fen 	一份	c=1 d=1 t=26624
yi fu 	姨父	c=1 d=1 t=19993
yi fu 	衣服	c=1 d=1 t=200
yi ge 	一个	c=70 d=1.01072 t=27833
yi hou 	以后	c=17 d=1.03981 t=28109
yi hui 	一会	c=10 d=2.85101 t=27720
yi ji 	以及	c=1 d=1 t=12516
yi jia 	一家	c=2 d=1 t=16974
yi jian 	意见	c=40 d=1.00967 t=27027
yi jie 	一节	c=1 d=1 t=25070
yi jing 	已经	c=63 d=1.11285 t=27126
yi ju 	依据	c=8 d=1.36422 t=18607
yi ke 	医科	c=1 d=1 t=3915
yi ke da 	医科达	c=4 d=2.71167 t=6295
yi kuai 	一块	c=12 d=1.96568 t=28140
yi lei 	一类	c=1 d=1 t=7361
yi liu 	乙流	c=1 d=1 t=16106
yi liu 	溢流	c=2 d=1 t=20346
yi liu guan 	溢流管	c=1 d=1 t=20421
yi lou 	遗漏	c=2 d=1.97531 t=13160
yi lu 	一路	c=1 d=1 t=14454
yi lun 	一轮	c=2 d=1 t=22679
yi ma 	姨妈	c=2 d=1.01 t=2175
yi miao 	疫苗	c=2 d=1.99005 t=21361
yi nian 	一年	c=4 d=1 t=23524
yi nian ji 	一年级	c=1 d=1 t=24796
yi nian qian 	一年前	c=3 d=1.98021 t=23526
yi piao 	一票	c=1 d=1 t=17457
yi ping 	一瓶	c=1 d=1 t=14057
yi qi 	一期	c=2 d=1 t=21106
yi qi 	一起	c=9 d=1 t=27781
yi qi 	仪器	c=2 d=1.96561 t=8167
yi qiang 	一枪	c=1 d=1 t=26239
yi quan 	一圈	c=1 d=1 t=3829
yi ren 	一人	c=1 d=1 t=20270
yi shang 	以上	c=3 d=1 t=20961
yi sheng 	一声	c=1 d=1 t=26965
yi shi 	以示	c=1 d=1 t=1192
yi shi 	仪式	c=1 d=1 t=17695
yi shi 	意识	c=1 d=1 t=3259
yi shi ban hui 	一时半会	c=1 d=1 t=16895
yi shu 	艺术	c=1 d=1 t=18180
yi si 	意思	c=8 d=1 t=14765
yi tai 	一台	c=2 d=1.9802 t=4358
yi ti 	一体	c=1 d=1 t=17797
yi ti 	议题	c=2 d=1.88692 t=18442
yi tian 	一天	c=7 d=1.02472 t=17725
yi tiao 	一条	c=2 d=1.99501 t=22661
yi tiao 	一跳	c=1 d=1 t=2703
yi tong 	亦同	c=1 d=1 t=9722
yi tu 	意图	c=1 d=1 t=3521
yi tuo yi 	一拖一	c=1 d=1 t=15814
yi wei 	以为	c=1 d=1 t=25076
yi wen 	疑问	c=6 d=1.89583 t=20677
yi wu 	衣物	c=1 d=1 t=16321
yi xia 	一下	c=181 d=1.57916 t=28383
yi xia 	以下	c=4 d=2.09896 t=19692
yi xia ba 	一下吧	c=1 d=1 t=20596
yi xie 	一些	c=3 d=1.93239 t=26440
yi yang 	一样	c=26 d=1.26781 t=27218
yi ye 	一页	c=2 d=1.97045 t=6644
yi yu 	抑郁	c=1 d=1 t=18061
yi yuan 	医院	c=6 d=1 t=24247
yi zhi 	一只	c=1 d=1 t=13418
yi zhi 	一直	c=29 d=1.41801 t=27287
yi zhi 	已知	c=2 d=1 t=16899
yi zhong 	一种	c=4 d=1 t=26225
yi zi wan 	乙字弯	c=1 d=1 t=138
yi zu 	一组	c=1 d=1 t=15321
yin 	因	c=4 d=1.0003 t=27664
yin 	银	c=1 d=1 t=346
yin hang 	银行	c=3 d=1 t=22073
yin he 	银河	c=2 d=1.97045 t=26493
yin liang 	音量	c=1 d=1 t=20119
yin qing 	引擎	c=1 d=1 t=2054
yin si 	隐私	c=1 d=1 t=604
yin wei 	因为	c=9 d=1 t=25566
yin xiang 	印象	c=4 d=1 t=24830
yin yue 	音乐	c=3 d=1 t=17988
ying 	应	c=3 d=1 t=9776
ying 	硬	c=1 d=1 t=24128
ying 	英	c=1 d=1 t=9912
ying 	营	c=1 d=1 t=15402
ying bin 	迎宾	c=1 d=1 t=4721
ying du 	硬度	c=2 d=1.93707 t=19228
ying duan 	英短	c=2 d=1 t=21927
ying gai 	应该	c=32 d=2.16275 t=26416
ying guo 	英国	c=3 d=1.21737 t=22090
ying jian 	硬件	c=1 d=1 t=13917
ying li 	盈利	c=1 d=1 t=19000
ying mu 	荧幕	c=2 d=1 t=18922
ying ting 	影厅	c=4 d=2.4338 t=23811
ying wei da 	英伟达	c=4 d=1 t=28277
ying wen 	英文	c=3 d=2.62424 t=14811
ying xiang 	影响	c=17 d=1.00002 t=24584
ying ye 	影业	c=1 d=1 t=23672
ying yin 	影音	c=2 d=1.98511 t=497
ying yong 	应用	c=1 d=1 t=13724
ying yu 	英语	c=3 d=1.00003 t=16994
ying yuan 	影院	c=26 d=1.00055 t=25622
yong 	用	c=103 d=1.97815 t=28252
yong bu liao 	用不了	c=1 d=1 t=26433
yong bu yong 	用不用	c=3 d=1 t=27097
yong chi 	泳池	c=54 d=1.08219 t=23176
yong dian 	用电	c=1 d=1 t=17605
yong fang 	用房	c=3 d=1 t=25324
yong jin 	佣金	c=2 d=1.97045 t=99
yong lai 	用来	c=1 d=1 t=2111
yong shang 	用上	c=1 d=1 t=26401
yong xin 	用心	c=1 d=1 t=21810
yong yu 	用于	c=7 d=1 t=25473
yong yuan 	永远	c=1 d=1 t=27960
yong zai 	用在	c=2 d=1 t=22816
you 	又	c=43 d=1.00105 t=28307
you 	右	c=3 d=1 t=21840
you 	有	c=304 d=4.39409 t=28362
you 	油	c=2 d=1 t=23657
you 	由	c=11 d=1.00009 t=27650
you bian 	右边	c=2 d=1.0002 t=1859
you chi 	幼齿	c=1 d=1 t=16371
you dao li 	有道理	c=1 d=1 t=22361
you de 	有的	c=4 d=1.00009 t=18041
you dian 	有点	c=10 d=1.00028 t=24975
you er yuan 	幼儿园	c=7 d=2.09473 t=26847
you fei 	邮费	c=1 d=1 t=12099
you ge 	有个	c=7 d=1.00013 t=25327
you guan 	有关	c=17 d=1.25284 t=23582
you guo 	有过	c=1 d=1 t=24825
you hou 	油猴	c=1 d=1 t=12053
you hui 	有会	c=1 d=1 t=26323
you jian 	邮件	c=95 d=2.1821 t=27969
you kong 	有空	c=12 d=1.04573 t=25600
you mao 	幼猫	c=2 d=1.86502 t=13490
you mei sha fen 	右美沙芬	c=2 d=1.97531 t=25919
you qi 	尤其	c=2 d=1.00005 t=16940
you qian 	有钱	c=2 d=1 t=13284
you qing 	友情	c=1 d=1 t=24636
you ren 	有人	c=4 d=1.91851 t=19866
you sheng 	有声	c=12 d=1.06721 t=26486
you sheng shu 	有声书	c=3 d=1 t=24691
you shi 	又是	c=4 d=1.00001 t=26459
you shi 	有事	c=1 d=1 t=22025
you wu 	有误	c=2 d=1 t=6998
you xi 	游戏	c=3 d=1 t=12464
you xian 	优先	c=2 d=1 t=9894
you xian 	有闲	c=1 d=1 t=13286
you xiang 	邮箱	c=16 d=1.00064 t=25749
you xie 	有些	c=4 d=1.00126 t=19337
you yan 	油烟	c=24 d=1.18677 t=26105
you yan jing hua 	油烟净化	c=1 d=1 t=25743
you yan jing hua qi 	油烟净化器	c=1 d=1 t=19539
you yong 	游泳	c=10 d=2.97909 t=27571
you yong chi 	游泳池	c=1 d=1 t=26525
you yong ke 	游泳课	c=2 d=1.03239 t=27237
you yu 	由于	c=1 d=1 t=20788
yu 	与	c=26 d=1.00044 t=27598
yu 	于	c=2 d=1 t=24989
yu 	余	c=1 d=1 t=5914
yu 	域	c=1 d=1 t=1218
yu 	玉	c=5 d=2.93613 t=11478
yu 	雨	c=3 d=1.99966 t=26874
yu bao 	预报	c=3 d=1.99005 t=26544
yu bo 	于波	c=2 d=1.76338 t=7794
yu dao 	遇到	c=4 d=1.00001 t=20690
yu ding 	预订	c=1 d=1 t=26288
yu er 	育儿	c=1 d=1 t=18034
yu fou 	与否	c=2 d=1 t=27173
yu gang 	浴缸	c=2 d=1.81873 t=20772
yu gao 	预告	c=1 d=1 t=22076
yu he 	愈合	c=1 d=1 t=13536
yu ji 	预计	c=2 d=1.00023 t=11825
yu jia 	瑜伽	c=1 d=1 t=12868
yu le 	娱乐	c=1 d=1 t=9278
yu liu 	预留	c=20 d=1.70938 t=25587
yu mai 	预埋	c=1 d=1 t=23139
yu qi 	预期	c=1 d=1 t=17281
yu rong fu 	羽绒服	c=1 d=1 t=14453
yu san 	雨伞	c=1 d=1 t=26523
yu shi 	浴室	c=4 d=3.65987 t=20821
yu shui 	雨水	c=15 d=2.33601 t=20205
yu shui kou 	雨水口	c=2 d=1.62814 t=19939
yu wen 	语文	c=1 d=1 t=17551
yu wu shui 	雨污水	c=2 d=1.88692 t=11146
yu yan 	语言	c=2 d=1 t=8323
yu yin 	语音	c=1 d=1 t=252
yu ying li 	预应力	c=1 d=1 t=20367
yu yue 	预约	c=2 d=1 t=24008
yu zhi 	阈值	c=1 d=1 t=13674
yu zhou 	宇宙	c=1 d=1 t=14195
yu zuo 	预作	c=2 d=1.02045 t=27670
yuan 	原	c=5 d=1.72979 t=27659
yuan 	员	c=1 d=1 t=22005
yuan 	园	c=3 d=1 t=22566
yuan 	圆	c=4 d=1 t=13766
yuan 	院	c=7 d=1.00028 t=25102
yuan chang 	原厂	c=1 d=1 t=6457
yuan che 	原车	c=1 d=1 t=10775
yuan cheng 	远程	c=7 d=1 t=13232
yuan fen 	缘分	c=1 d=1 t=21998
yuan gong 	员工	c=3 d=1.01751 t=26715
yuan jian 	元件	c=4 d=2.34776 t=20857
yuan lai 	原来	c=7 d=2.19799 t=27020
yuan li 	原理	c=1 d=1 t=676
yuan shen 	原神	c=1 d=1 t=12332
yuan shi 	原始	c=1 d=1 t=17626
yuan su 	元素	c=1 d=1 t=12836
yuan wen 	原文	c=1 d=1 t=4442
yuan yi 	愿意	c=1 d=1 t=22262
yuan yin 	原因	c=6 d=1.29136 t=23330
yuan ze 	原则	c=1 d=1 t=27036
yuan zong 	院总	c=4 d=3.58604 t=7038
yue 	月	c=19 d=1.88375 t=27881
yue 	约	c=3 d=1 t=27234
yue 	越	c=1 d=1 t=13678
yue chu 	月初	c=1 d=1 t=20007
yue di 	月底	c=3 d=1 t=21314
yue fen 	月份	c=6 d=2.12038 t=18131
yue ke 	约克	c=3 d=1 t=26306
yue lai 	越来	c=1 d=1 t=13677
yue lai yue duo 	越来越多	c=1 d=1 t=7708
yue sao 	月嫂	c=1 d=1 t=18017
yue xia 	月下	c=1 d=1 t=511
yue xia ye xiang qu 	月下夜想曲	c=1 d=1 t=510
yue xian yue shen 	越陷越深	c=1 d=1 t=13640
yue yu 	粤语	c=1 d=1 t=27423
yue zi 	月子	c=1 d=1 t=18038
yun 	晕	c=1 d=1 t=15175
yun shu 	运输	c=1 d=1 t=23680
yun xing 	运行	c=7 d=1.97531 t=25009
yun xu 	允许	c=1 d=1 t=28085
yun ying 	运营	c=8 d=1 t=28175
za 	咋	c=16 d=1.00361 t=28189
za 	砸	c=1 d=1 t=12497
za ban 	咋办	c=1 d=1 t=20378
za hui shi 	咋回事	c=2 d=1.00004 t=21916
za shi 	杂事	c=29 d=1.06703 t=27856
za yang 	咋样	c=1 d=1 t=15753
za zheng 	咋整	c=1 d=1 t=14345
zai 	再	c=60 d=1.02797 t=28087
zai 	在	c=25 d=1.00052 t=28288
zai 	崽	c=1 d=1 t=13484
zai 	载	c=1 d=1 t=14461
zai ci 	再次	c=3 d=1 t=28088
zai jia 	在家	c=5 d=1.0009 t=24205
zai shuo 	再说	c=3 d=1 t=20216
zai xian 	在线	c=3 d=2.89307 t=246
zan 	咱	c=19 d=1.04329 t=27296
zan bi ya 	赞比亚	c=1 d=1 t=18117
zan jia 	咱家	c=3 d=1 t=26855
zan lia 	咱俩	c=3 d=1.00127 t=27780
zan men 	咱们	c=3 d=1 t=25479
zan shi 	暂时	c=1 d=1 t=18317
zan zhu 	赞助	c=1 d=1 t=13213
zao 	早	c=8 d=1.35169 t=25026
zao cheng 	造成	c=5 d=1.00883 t=16327
zao dian 	早点	c=1 d=1 t=3735
zao fan 	早饭	c=1 d=1 t=17059
zao jia 	造价	c=2 d=1.92774 t=26051
zao ju 	灶具	c=1 d=1 t=12746
zao lang 	造浪	c=1 d=1 t=9288
zao qi 	早起	c=1 d=1 t=24199
zao shang 	早上	c=10 d=1.00046 t=28404
zao sheng 	噪声	c=5 d=1.51944 t=24836
zao tang 	澡堂	c=2 d=1.86502 t=9284
zao tang zi 	澡堂子	c=1 d=1 t=9249
zao xie 	早些	c=1 d=1 t=18534
zao xing 	造型	c=1 d=1 t=9225
ze 	则	c=1 d=1 t=18925
ze 	泽	c=1 d=1 t=26011
ze an zhi 	则安之	c=1 d=1 t=11328
ze hua 	泽华	c=1 d=1 t=23715
ze ren 	责任	c=3 d=1 t=16515
zen ban 	怎办	c=1 d=1 t=20177
zen me 	怎么	c=63 d=1.00126 t=28380
zen me ban 	怎么办	c=3 d=1 t=27316
zen me shuo 	怎么说	c=2 d=1.68045 t=14812
zen me yang 	怎么样	c=3 d=1 t=25881
zen me yong 	怎么用	c=2 d=1.00192 t=15616
zeng 	增	c=4 d=1 t=18023
zeng da 	增大	c=1 d=1 t=9777
zeng jia 	增加	c=31 d=1.00004 t=27594
zha 	渣	c=1 d=1 t=14239
zha 	闸	c=1 d=1 t=18939
zhan 	占	c=1 d=1 t=18028
zhan 	站	c=11 d=1.01045 t=17114
zhan 	詹	c=7 d=1.99549 t=11160
zhan di 	占地	c=1 d=1 t=12717
zhan dou 	战斗	c=1 d=1 t=17467
zhan lan 	展览	c=8 d=1.05065 t=27662
zhan li 	战力	c=1 d=1 t=9272
zhan tai 	展台	c=1 d=1 t=14473
zhan ting 	展厅	c=3 d=1.00122 t=27887
zhang 	张	c=41 d=1.0001 t=27696
zhang 	涨	c=1 d=1 t=12571
zhang 	章	c=1 d=1 t=24359
zhang fu 	涨幅	c=1 d=1 t=17505
zhang gong 	张工	c=6 d=1.17353 t=27314
zhang jia 	涨价	c=1 d=1 t=18048
zhang mo 	张沫	c=1 d=1 t=25735
zhang mo xun 	张沫洵	c=1 d=1 t=19658
zhang ya li 	张亚丽	c=1 d=1 t=22490
zhang zhi 	张志	c=6 d=1.60957 t=25734
zhang zhi qiang 	张志强	c=4 d=1 t=27263
zhang zhong 	张忠	c=16 d=1.98511 t=28012
zhao 	找	c=59 d=1.24655 t=26319
zhao 	招	c=6 d=1.00002 t=27460
zhao 	照	c=1 d=1 t=23155
zhao 	罩	c=3 d=1.86071 t=20911
zhao 	赵	c=20 d=1.05107 t=21459
zhao biao 	招标	c=17 d=1.02696 t=26284
zhao bu dao 	找不到	c=2 d=1 t=12365
zhao cha 	找碴	c=1 d=1 t=11044
zhao dao 	找到	c=7 d=1 t=27756
zhao de 	找的	c=1 d=1 t=8585
zhao ji 	着急	c=12 d=1.23108 t=27718
zhao kai 	召开	c=1 d=1 t=19115
zhao pian 	照片	c=10 d=1.0001 t=24217
zhao ren 	找人	c=1 d=1 t=13652
zhao ren 	招人	c=1 d=1 t=11795
zhao ren fan 	招人烦	c=1 d=1 t=17016
zhao shen me ji 	着什么急	c=1 d=1 t=27111
zhao wo 	找我	c=1 d=1 t=19181
zhao xin 	赵欣	c=1 d=1 t=17992
zhao zhao 	找找	c=7 d=1 t=27902
zhao zhe 	照着	c=3 d=1 t=24375
zhe 	折	c=1 d=1 t=9768
zhe 	着	c=15 d=1 t=26180
zhe 	这	c=160 d=1.34318 t=28369
zhe ba 	这把	c=1 d=1 t=12039
zhe ban 	这版	c=1 d=1 t=10853
zhe ben 	这本	c=1 d=1 t=24355
zhe bian 	这边	c=11 d=1 t=28118
zhe bo 	这波	c=3 d=1 t=12495
zhe ci 	这次	c=9 d=1 t=27001
zhe dang 	遮挡	c=4 d=1 t=14566
zhe ge 	这个	c=234 d=1.74723 t=28374
zhe ge shi 	这个事	c=2 d=1 t=26599
zhe hang 	这行	c=1 d=1 t=5
zhe jia 	这家	c=3 d=1 t=22485
zhe ju 	这句	c=1 d=1 t=12822
zhe kuai 	这块	c=5 d=1 t=24994
zhe lei 	这类	c=4 d=1 t=26457
zhe li 	这里	c=1 d=1 t=20455
zhe lia 	这俩	c=1 d=1 t=12577
zhe me 	这么	c=44 d=1.8198 t=28211
zhe shi 	这事	c=1 d=1 t=7686
zhe shi 	这是	c=37 d=1.0014 t=28099
zhe teng 	折腾	c=8 d=1.04711 t=23264
zhe tiao 	这条	c=1 d=1 t=15506
zhe xie 	这些	c=31 d=1.00051 t=28222
zhe yang 	这样	c=27 d=1.00586 t=28304
zhe zhong 	这种	c=2 d=1 t=27923
zhen 	真	c=19 d=1.00041 t=27931
zhen 	震	c=1 d=1 t=27141
zhen dui 	针对	c=2 d=1 t=13176
zhen jia 	真假	c=2 d=1.9802 t=4201
zhen kong 	真空	c=2 d=1 t=4087
zhen pi 	真皮	c=1 d=1 t=16335
zhen shi 	真实	c=5 d=1.85406 t=23329
zhen shi 	真是	c=1 d=1 t=18058
zhen sui 	震碎	c=1 d=1 t=15109
zhen zheng 	真正	c=1 d=1 t=8487
zheng 	整	c=2 d=1 t=23952
zheng 	正	c=11 d=1.0017 t=24208
zheng ben 	正本	c=0 d=0.1 t=16769
zheng ben yuan 	正本原	c=1 d=1 t=16770
zheng ce 	政策	c=1 d=1 t=12477
zheng chang 	正常	c=3 d=1 t=26348
zheng dao 	正道	c=1 d=1 t=22817
zheng fu 	政府	c=4 d=1 t=14258
zheng ge 	整个	c=5 d=1 t=21172
zheng hao 	正好	c=4 d=1 t=27081
zheng ji 	正畸	c=1 d=1 t=17038
zheng li 	整理	c=8 d=1.0599 t=27074
zheng qu 	争取	c=5 d=1 t=26360
zheng shi 	正式	c=17 d=1.02257 t=25003
zheng ti 	整体	c=1 d=1 t=21179
zheng ya 	正压	c=4 d=1.96079 t=21533
zheng yuan 	正圆	c=1 d=1 t=13777
zheng zai 	正在	c=5 d=1.00002 t=27226
zheng ze 	正则	c=4 d=3.73353 t=14756
zheng zhuang 	症状	c=2 d=1 t=27225
zhi 	值	c=2 d=1.00044 t=14387
zhi 	制	c=8 d=2.01678 t=24550
zhi 	只	c=9 d=1 t=24469
zhi 	志	c=3 d=1.83946 t=23295
zhi 	指	c=1 d=1 t=10894
zhi 	至	c=5 d=1 t=24698
zhi ban 	值班	c=2 d=1.00047 t=15525
zhi ban shi 	值班室	c=1 d=1 t=16201
zhi biao 	指标	c=3 d=2.851 t=10926
zhi cai 	制裁	c=1 d=1 t=23550
zhi cheng 	支撑	c=2 d=1 t=17165
zhi chi 	支持	c=1 d=1 t=8603
zhi chuang 	痔疮	c=1 d=1 t=24000
zhi dao 	之道	c=1 d=1 t=18198
zhi dao 	知道	c=60 d=1.01186 t=28192
zhi dao la 	知道啦	c=1 d=1 t=28044
zhi diao jia 	支吊架	c=1 d=1 t=26099
zhi ding 	指定	c=1 d=1 t=24416
zhi fu 	支付	c=1 d=1 t=98
zhi guan 	支管	c=1 d=1 t=9634
zhi hou 	滞后	c=1 d=1 t=16505
zhi hui 	只会	c=1 d=1 t=7707
zhi hui 	指挥	c=1 d=1 t=16696
zhi hui 	智慧	c=5 d=1 t=25091
zhi hui fa 	止回阀	c=1 d=1 t=16397
zhi jia 	支架	c=1 d=1 t=18826
zhi jian 	之间	c=6 d=1.97531 t=21489
zhi jie 	直接	c=27 d=1.00001 t=28200
zhi lei 	之泪	c=1 d=1 t=18574
zhi li 	治理	c=1 d=1 t=24837
zhi liang 	质量	c=1 d=1 t=14997
zhi ling 	指令	c=2 d=1.00019 t=10478
zhi liu 	直流	c=1 d=1 t=7279
zhi lu 	之路	c=1 d=1 t=24815
zhi men 	之门	c=2 d=1.99005 t=15129
zhi neng 	只能	c=7 d=1.00607 t=18633
zhi neng 	智能	c=2 d=1.01485 t=3295
zhi pei yu 	支配欲	c=1 d=1 t=17207
zhi peng 	直膨	c=2 d=1.94176 t=1909
zhi qian 	之前	c=23 d=1.00114 t=28393
zhi shi 	之势	c=1 d=1 t=20592
zhi shi 	只是	c=3 d=1 t=17568
zhi shi 	指使	c=1 d=1 t=22795
zhi shi 	指示	c=1 d=1 t=28427
zhi shi bu dong 	指使不动	c=1 d=1 t=17215
